epoch,loss,loss_cls,loss_phys,loss_img,loss_dom,domain_acc,dev_logloss,dev_acc,dev_auc,dev_phys_loss,dev_img_loss,lr,improved,patience_left
1,0.48160067383448285,0.3217109062174956,0.2547094370176395,0.2700106862805163,0.4059087305466334,0.8576666684150696,0.6895956373297301,0.48,0.7247596153846154,2.0942657452363234,0.7216468923366987,9.997557473810373e-05,True,8
2,0.2553707824150721,0.14245436256378888,0.20454967941747357,0.2362768766952989,0.23396216478943824,0.9204444456100463,0.6150902747123843,0.68,0.9589342948717949,2.1348131528267493,0.7348846300290182,9.990232305719946e-05,True,8
3,0.19233921732505163,0.09944259950518608,0.16747940960060806,0.16577772113890388,0.21454023012518883,0.9212222240765889,0.48216964295461556,0.87,0.9727564102564102,2.1193991349293637,0.7245471901618518,9.978031724785248e-05,True,8
4,0.1508446569417914,0.07839251599119355,0.13277498244245847,0.10310605255545427,0.18534991976618767,0.9302777786254883,0.3358825144844214,0.9,0.9779647435897435,2.077204942703247,0.6992693875844662,9.960967771506668e-05,True,8
5,0.11511095646272103,0.0635292148492299,0.10114359166737025,0.060453688415853926,0.13671074072519937,0.9555000009536743,0.24898207085215318,0.92,0.9771634615384616,2.055999829218938,0.6894771685967078,9.939057285945934e-05,True,8
6,0.11927231067543229,0.07319110776064917,0.09327399597868014,0.05361443211584507,0.12023968729873498,0.956055556456248,0.2158497217462743,0.94,0.9735576923076924,2.050561107121981,0.6830123846347516,9.912321891107012e-05,True,8
7,0.1320694291492303,0.07758333109226077,0.08746024449231724,0.04758991510917743,0.17114286640038093,0.9339444454511007,0.1889181201270565,0.91,0.9791666666666667,2.0403007910801816,0.6828647221510227,9.880787971596802e-05,True,8
8,0.17392238586644332,0.07554199679506322,0.07946564479917288,0.049763577232758205,0.3949800122876962,0.8486666685740153,0.17754491822134771,0.92,0.9827724358974359,2.0269980889100294,0.6812256035896448,9.844486647586726e-05,True,8
9,0.23866932120919226,0.057666826750307036,0.06969677218810345,0.04442063866485842,0.8194243948062261,0.686833334604899,0.20175134650410523,0.9,0.9859775641025641,2.015038985472459,0.683380317229491,9.80345374410087e-05,False,7
10,0.14769776138663293,0.03315929707636436,0.0668745744760769,0.03592712394916452,0.4955910373131434,0.7586111129124959,0.21862402222369912,0.87,0.9847756410256411,2.0132406583199134,0.6828608914063528,9.757729755661012e-05,False,6
