epoch,loss,loss_cls,loss_phys,loss_img,loss_dom,domain_acc,dev_logloss,dev_acc,dev_auc,dev_phys_loss,dev_img_loss,lr,improved,patience_left
1,0.43050545921668093,0.2586095822737255,0.23544081387932392,0.25235964344477557,0.49362901621993555,0.7576130340073971,0.6550235411963002,0.85,0.9354967948717949,2.0832230193274364,0.720162170273917,0.0002998494634479265,True,5
2,0.2778241174652221,0.15219119345729656,0.15877181612589258,0.1549934248298783,0.3928406733940256,0.8212544353718453,0.5430134980670026,0.93,0.9823717948717948,2.069946050643921,0.7086856876100812,0.0002993981569522882,True,5
3,0.23175354757683075,0.13084776311409363,0.1278502208259987,0.08961368391310122,0.34143098190109783,0.8485926434080652,0.42088263357280664,0.96,0.9895833333333333,2.0651043142591203,0.6885770559310913,0.0002986469893843062,True,5
4,0.17026682107887686,0.09274502876561452,0.1004479512079381,0.06062305284455973,0.2668056977080538,0.8853058529661056,0.2896543942423513,0.96,0.9939903846153846,2.061069130897522,0.6716101084436689,0.0002975974734954951,True,5
5,0.20628318953466543,0.10672462814081302,0.12750168309418208,0.09162340048784787,0.3334489850763311,0.8580452140341414,0.23005013055666843,0.97,0.9979967948717949,2.0620607478278026,0.6535276004246303,0.0002962517228711826,True,5
6,0.19670168732471288,0.09494487622732971,0.10865605711699167,0.0728499836937346,0.3726545072140846,0.8336214569020779,0.1668247345329884,0.97,0.998798076923077,2.068512507847377,0.6385087924344199,0.00029461244767403004,True,5
7,0.18278048912736963,0.08359882109451722,0.1021129930035231,0.06430891431011061,0.3710918936165089,0.8294104626204105,0.1303094149799939,0.97,0.9979967948717948,2.0714278732027327,0.6208676525524685,0.0002926829491861254,True,5
8,0.17736648421417525,0.07905221358065474,0.09712621890642542,0.06490078345659446,0.37005108721712804,0.8181183531563333,0.09439477980851976,0.99,0.999198717948718,2.0739095551627025,0.6037810274532863,0.00029046711316064067,True,5
9,0.18407740386480348,0.07683470500187274,0.09605003279841881,0.06335161369234482,0.4166622486837367,0.7993018639848587,0.07220831697175041,0.99,0.999198717948718,2.077373504638672,0.5900589525699615,0.00028796940199644184,True,5
10,0.21130964968432772,0.07478738964988572,0.09635843802986548,0.061209640691076664,0.564435222602271,0.7295656042530182,0.05099978236576422,1.0,1.0,2.078686629022871,0.5803840841565814,0.00028519484575141157,True,5
11,0.2701504031156606,0.06978565610095641,0.0827130793365947,0.05627238574286705,0.897584615235633,0.680086437137203,0.040750264617012893,0.99,1.0,2.0819229909351895,0.5734039757932935,0.00028214903201258224,True,5
12,0.19595694914460182,0.06570281970445958,0.07591684864452505,0.05253810202269418,0.5549294213031201,0.7182845764971794,0.041418518936300074,0.99,0.9995993589743589,2.087530085018703,0.5701696489538465,0.0002788380946434789,False,4
13,0.20171081999990534,0.077021055505611,0.08562388165824195,0.061453443666439546,0.5131408172719022,0.7382757108896336,0.036610275363791585,0.99,1.0,2.0947992290769304,0.567606236253466,0.0002752687014313346,True,5
14,0.1504900657987975,0.03716209556838061,0.06762142663331147,0.04202664627766663,0.4844037890434265,0.7592087778005194,0.03617476149013068,0.98,0.9995993589743589,2.098758033343724,0.565401268856866,0.00027144804065905455,True,5
15,0.18445656254412013,0.05386317696730715,0.07440064908896989,0.05432097025976041,0.5564256954066297,0.7196254451224144,0.03701298570831794,0.98,0.9995993589743589,2.099162186895098,0.5635767536503928,0.0002673838066289704,False,4
16,0.16041888752357758,0.045331332393540466,0.059957390501253066,0.03811639572241086,0.5018824262821928,0.7478945060296261,0.03657038911858764,0.98,0.999198717948718,2.1030373743602206,0.5608982869556972,0.0002630841841675398,False,3
17,0.1863896703307933,0.059280995970766526,0.07616954285681168,0.05625227110787354,0.5362269997279695,0.7171320937415386,0.03964562909836118,0.98,0.998798076923077,2.103132792881557,0.5564269849232265,0.00025855783214219497,False,2
18,0.18530164167602012,0.057801365860096335,0.09510425166251693,0.06831668289684804,0.5149356661007759,0.7332446822460662,0.046706896279644486,0.97,0.998798076923077,2.0995168004717146,0.5558952944619315,0.0002538138660235362,False,1
19,0.18066862253274055,0.06423792028626268,0.07458172796759754,0.0455041841462631,0.4920890638802914,0.7518062956155614,0.06006493047882778,0.98,0.9983974358974359,2.0978563172476634,0.5563922481877464,0.00024886183952798697,False,0
20,0.1609238908091124,0.04378791097885969,0.062389136433224884,0.04014338846343193,0.5087804933811756,0.7416999126051335,0.0680852771193219,0.97,0.9983974358974359,2.101891074861799,0.5573824005467551,0.0002437117253778806,False,-1
