epoch,loss,loss_cls,loss_phys,loss_img,loss_dom,domain_acc,dev_logloss,dev_acc,dev_auc,dev_phys_loss,dev_img_loss,lr,improved,patience_left
1,0.4124555529907663,0.3421434844903489,0.2750616689321605,0.29073277190377184,0.5497141355212699,0.7180961896764472,0.6754574909034418,0.55,0.8822115384615384,2.0794443573270525,0.7206063781465802,0.0002991810233575568,True,5
2,0.2966551686775811,0.23255544183577628,0.2424121007739388,0.2693989677429001,0.5007844957265448,0.7466866147327931,0.5879038316337455,0.78,0.971153846153846,2.1009385074887956,0.7074633155550275,0.0002967330663097039,True,5
3,0.24826111672247977,0.18893536637992936,0.2209939359107669,0.2400535248403259,0.4854140319722764,0.7654033715420581,0.4506410993089935,0.92,0.9847756410256411,2.1076674120766774,0.6919231925691877,0.0002926829491861254,True,5
4,0.23618953976225346,0.1795650627117287,0.20705564270053614,0.21699787157419276,0.4914381243288517,0.7635305872622956,0.3301887404632897,0.95,0.9879807692307692,2.110968998500279,0.6785551650183541,0.00028707504591756876,True,5
5,0.20242574268040506,0.1524019374541859,0.18677141081214824,0.1892268695420229,0.4352509117031351,0.7918439732587084,0.2609832157815532,0.95,0.9875801282051282,2.1080710547310963,0.6676858748708453,0.00027997079786577355,True,5
6,0.19355528892830332,0.14383108375911066,0.20279862239778518,0.17322907058343767,0.44522733241319656,0.7868018629069023,0.20296257811757176,0.96,0.9895833333333334,2.1016158206122264,0.6571045219898224,0.0002714480406590546,True,5
7,0.16932056235902487,0.12519023837174903,0.16581382829339264,0.13451610199185682,0.44776043803133864,0.7947362613804797,0.17032072997168654,0.97,0.9911858974358975,2.0924151624952043,0.6433319790022713,0.0002616001514088704,True,5
8,0.16359694315952825,0.12113599003134097,0.16743901087109872,0.12209402086421292,0.437592014828895,0.8008311194308261,0.15180661048742478,0.97,0.9899839743589743,2.0839828082493375,0.6290697625705174,0.0002505350256506492,True,5
9,0.1393009570744285,0.09881584892455647,0.16212637636790725,0.12272013551580344,0.40213550643083895,0.8175642759876048,0.13650251765680257,0.97,0.9911858974358975,2.080059289932251,0.6182985390935626,0.00023837389521772463,True,5
10,0.13181802384713862,0.09556805880918623,0.1322275833078125,0.08756172714105985,0.41764822633976634,0.8025376785625803,0.11980023937757021,0.97,0.9931891025641025,2.0787324735096524,0.6076561084815434,0.00022524999999999992,True,5
11,0.10705479950782784,0.07480754896607052,0.1259028387721628,0.07182304854947513,0.3753960660480438,0.8311613493777336,0.10171277853272509,0.98,0.9955929487179487,2.0737034252711704,0.5957955462591988,0.0002113071281398321,True,5
12,0.1088938811556139,0.07285284444546089,0.1334062728540417,0.08705909412782738,0.41329625470841186,0.8063829804354525,0.10145019864280577,0.96,0.9951923076923077,2.066744429724557,0.5876207521983555,0.00019669804065905458,True,5
13,0.12243771590688761,0.08679404525343884,0.13388752386944883,0.0783194066886047,0.422347071005943,0.7977615268306529,0.101348548499845,0.96,0.9951923076923077,2.055924126080104,0.5768773938928332,0.00018158279777725494,True,5
14,0.09005488836741511,0.0595189233996628,0.11784994784876347,0.05692843826627142,0.37901246064203853,0.8296099311493813,0.10389083408453952,0.94,0.9951923076923077,2.0503425427845547,0.5720664262771606,0.00016612700525851415,False,4
15,0.08346547850189691,0.051791392945426895,0.12280471298838669,0.06410779809874007,0.38246140438825527,0.8282579804988618,0.1095717187777384,0.94,0.9951923076923077,2.0452788046428134,0.5675678593771798,0.0001505,False,3
16,0.09717822885338931,0.06368895850585218,0.11692999794762185,0.06036840591309072,0.4321185866410428,0.7951130334367144,0.11460161753361296,0.94,0.9939903846153846,2.041280286652701,0.5651873307568687,0.0001348729947414858,False,2
17,0.08835242897708048,0.05680253127765683,0.11590837230633429,0.06295403687932351,0.3891815057301775,0.818406473765982,0.10741236084687605,0.94,0.9959935897435896,2.038223283631461,0.5652817445141929,0.00011941720222274492,False,1
18,0.08726692996285063,0.054645586391648356,0.11034372454989662,0.05909268098680223,0.42389776454644,0.8061613491240968,0.10400314468160493,0.93,0.9967948717948718,2.0290781429835727,0.5644107290676662,0.00010430195934094534,False,0
19,0.07160524453254456,0.04231368795661454,0.10653013191706046,0.04728287737352149,0.3847352420078947,0.8183289033935425,0.10504787304080124,0.93,0.9967948717948718,2.0242726802825928,0.5632450367723193,8.969287186016786e-05,False,-1
