epoch,loss,loss_cls,loss_phys,loss_img,loss_dom,domain_acc,dev_logloss,dev_acc,dev_auc,dev_phys_loss,dev_img_loss,lr,improved,patience_left
1,0.43050545921668093,0.2586095822737255,0.23544081387932392,0.25235964344477557,0.49362901621993555,0.7576130340073971,0.6550235411963002,0.85,0.9354967948717949,2.0832230193274364,0.720162170273917,0.0002997049959000266,True,5
2,0.2709549062667375,0.1495294503748734,0.1522849060649528,0.1492181551603085,0.38099997157746174,0.8318151619206083,0.5444373429697721,0.93,0.9835737179487178,2.069525514330183,0.7095369526318142,0.00029882114784651444,True,5
3,0.21775934865024496,0.1172266511439762,0.12561675666663003,0.09374401846187229,0.3381428872334196,0.8484596648114793,0.4023788530375612,0.95,0.9903846153846153,2.062596559524536,0.6921622327395848,0.00029735194398393893,True,5
4,0.2249127100122736,0.12778200618080557,0.11589634894056523,0.07668111716431783,0.34122040697393263,0.840026597076274,0.3047769175778372,0.98,0.9939903846153846,2.0598885161536082,0.6718373724392482,0.0002953031825887303,True,5
5,0.20400906393819668,0.10820830095202681,0.12269907233434076,0.07018499797707958,0.33434075093332755,0.8567486722418602,0.23733987752565538,0.97,0.9951923076923077,2.062106353896005,0.6538296171597072,0.0002926829491861254,True,5
6,0.15928380831362718,0.08280709909988528,0.10365034792413737,0.04984139784194648,0.2672647270274923,0.885472076053315,0.17030499624776277,0.97,0.9975961538461539,2.0583572557994296,0.637565382889339,0.00028950158464029354,True,5
7,0.1542139656524709,0.07191905782414362,0.07912579749492889,0.04599663248518482,0.3176327046561748,0.8572140976469568,0.12909691401765974,0.98,0.9975961538461539,2.057998946734837,0.6214876856122699,0.00028577164434366993,True,5
8,0.1692009582877793,0.06948269466359287,0.07632382088984818,0.058357694559046956,0.3975801702509535,0.8184507996477979,0.10535149388196635,0.98,0.9979967948717949,2.057922806058611,0.6068128858293805,0.00028150784866655756,True,5
9,0.23198080427469092,0.07326797819498213,0.10217499142411125,0.07314545340511572,0.6620737839727959,0.6696254457248018,0.10121995117928644,0.96,0.9955929487179487,2.0579250710351125,0.5944984342370715,0.00027672702486255125,True,5
10,0.21633896128611363,0.08250842207765326,0.08910825993479328,0.06496439448760902,0.5535981935706544,0.7219414904396585,0.09994123518284681,0.95,0.9939903846153846,2.0579823425837924,0.5798518657684326,0.0002714480406590546,True,5
11,0.3224917528160075,0.06741322032943804,0.07783551702642456,0.05682983846627201,1.174393635005393,0.6657912244505071,0.10627231726950283,0.96,0.9931891025641024,2.0601106882095337,0.5717076786926815,0.00026569172979498044,False,4
12,50.56868077656056,0.26462993418124126,3.595778700122808,3.4430144840029087,246.24115627687027,0.5178634763715115,17.960163725353553,0.48,0.5,2.0791376658848355,0.644821184022086,0.000259480809799501,False,3
13,6.2132418849208255,0.13293414520832927,0.35399061922935093,0.33429121669441303,29.88532682175332,0.4722296106529997,17.960163725353553,0.48,0.5,2.6668637480054582,1.5439913783754622,0.00025283979233633894,False,2
14,0.3256491330709863,0.08848406615458984,0.3251668912299136,0.32473488143605594,0.6983989733964839,0.45939716363840916,17.960163725353553,0.48,0.5,17.019565309797013,18.3155095236642,0.0002457948864674291,False,1
15,0.30804650255657257,0.07133688521199918,0.32282934787663375,0.32539279509256497,0.6973814434827642,0.45939716363840916,17.960163725353553,0.48,0.5,23.81314386640276,43.88948440551758,0.00023837389521772474,False,0
16,0.32719639252792015,0.08981139300282094,0.3221759480681825,0.3317733034590616,0.6964630249966967,0.45939716363840916,17.960163725353553,0.48,0.5,24.52455793108259,64.32463673182896,0.00023060610584935996,False,-1
