split,sample_id,label,view,image_path,width,height,mean_r,mean_g,mean_b,std_r,std_g,std_b,brightness_mean,brightness_std,saturation_mean,saturation_std,hue_entropy,laplacian_var,noise_residual_std,fft_high_freq_ratio,edge_density,structure_area_ratio,structure_bbox_w,structure_bbox_h,structure_center_x,structure_center_y,checker_line_count,vp_x,vp_y,vp_spread,vp_pitch_proxy,vp_intersections,distortion_proxy,shadow_area_ratio,shadow_angle_deg,shadow_elongation,chessboard_found,chessboard_nx,chessboard_ny
dev,DEV_001,unstable,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_001/front.png,384,384,172.41394721137152,181.8880411783854,198.5829332139757,31.124772752963924,24.013014573817035,16.754926585898847,0.7829111668538943,0.060537424115079626,0.14649575759123093,0.11497708010444048,0.5883661814184711,327.0987548828125,5.063200950622559,0.6370019912719727,0.09337022569444445,0.016703287760416668,0.07552083333333333,0.3098958333333333,0.5223971021112465,0.49071783225064286,40,129.52789306640625,151.7911376953125,0.21118736267089844,0.39528942108154297,469,0.04957324614682172,0.006320529513888889,-177.93349020620605,6.702359750261374,0,-1,-1
dev,DEV_001,unstable,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_001/top.png,384,384,173.83671061197916,184.4926283094618,200.56016710069446,33.86954321453129,24.665438507980983,13.570049431510553,0.7908345407390387,0.053378724423140386,0.14778520837588507,0.12614040052593395,0.4746426105520632,175.18902587890625,3.5470492839813232,0.6150813698768616,0.03837754991319445,0.038384331597222224,0.2526041666666667,0.3515625,0.1247179586277974,0.7678771900765606,29,179.65924072265625,191.4453125,0.2859862148761749,0.4985555013020833,234,0.0009042227136133135,,,,0,-1,-1
dev,DEV_002,unstable,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_002/front.png,384,384,185.39252387152777,193.6519029405382,211.02495659722223,42.192022545519606,40.175989150331986,40.43058566834143,0.839383898633238,0.13157285856024786,0.15867494404445806,0.12924460178830743,0.6938310631366417,571.7694702148438,6.336119174957275,0.6530541777610779,0.09117974175347222,0.1094699435763889,0.4453125,0.6067708333333334,0.5703663837607896,0.49266664601660265,40,215.85244750976562,154.63929748535156,0.21435017883777618,0.402706503868103,474,0.05582865681714698,0.0,,,0,-1,-1
dev,DEV_002,unstable,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_002/top.png,384,384,188.30186631944446,198.8900349934896,215.59766981336804,45.33658059598942,39.78460973069199,37.40538622755262,0.855615393944036,0.12441443627769945,0.15846181300211057,0.14271052849500393,0.5756523530777242,283.1862487792969,4.83053731918335,0.5918287038803101,0.05069308810763889,0.0993313259548611,0.2421875,0.578125,0.5075173599258096,0.2687943776882638,37,128.55435180664062,196.76144409179688,0.27622881531715393,0.5123995939890543,349,0.000785651061527808,,,,0,-1,-1
dev,DEV_003,unstable,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_003/front.png,384,384,192.6764390733507,204.5140855577257,223.68672688802084,44.59090299596525,40.11873355105184,37.80506723085817,0.8830425187653186,0.13495817142401598,0.16110725485940905,0.12742279944044402,0.5672461074222567,544.7327270507812,6.4537482261657715,0.6273849606513977,0.10350884331597222,0.0675930447048611,0.2890625,0.5104166666666666,0.5159902678840173,0.46481487868298715,40,195.1868133544922,133.4446563720703,0.303273469209671,0.3475121259689331,567,0.060774519245152876,0.010694715711805556,123.78102035409171,3.503442154115617,0,-1,-1
dev,DEV_003,unstable,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_003/top.png,384,384,200.43981255425348,212.44803195529514,230.80419921875,41.739926468122306,32.79170593687192,25.155087916331507,0.9104002842456427,0.08664347850056103,0.14867477915645425,0.13359290125863668,0.4602280070478345,228.49981689453125,4.325840473175049,0.5882816314697266,0.041361490885416664,0.031609429253472224,0.22135416666666666,0.1796875,0.519495212937138,0.5050898859329186,30,203.3299560546875,187.18309020996094,0.3153163194656372,0.48745596408843994,225,0.000796661047641935,,,,0,-1,-1
dev,DEV_004,stable,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_004/front.png,384,384,180.45846896701389,189.9440714518229,204.68299696180554,45.68753604506901,41.826256851919275,40.80944773423496,0.8138074023011982,0.14330897774982557,0.15700297968579793,0.13256740252662108,0.6595891570997369,475.6955871582031,5.49368953704834,0.6303703188896179,0.08050537109375,0.11244710286458333,0.2552083333333333,0.6796875,0.5072090859517923,0.5097780717889954,33,190.19984436035156,157.80599975585938,0.3264037072658539,0.4109531243642171,393,0.03899513527714839,0.027377658420138888,50.873653046344394,1.281466558354972,1,5,5
dev,DEV_004,stable,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_004/top.png,384,384,187.0553724500868,198.24083794487848,215.27740478515625,36.82444090911553,27.24475533999396,17.709033334292577,0.8510248055385349,0.06244231250039408,0.15149896492885348,0.125620284430011,0.5196424219026174,259.0885009765625,4.17396879196167,0.6359888911247253,0.04117160373263889,0.022671169704861112,0.24479166666666666,0.17447916666666666,0.5171923297437432,0.513695439475521,30,184.88778686523438,191.61822509765625,0.2259068638086319,0.4990057945251465,224,0.0016571605218283708,,,,0,-1,-1
dev,DEV_005,stable,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_005/front.png,384,384,175.36806911892361,185.87604437934027,201.3471883138021,38.77301128960675,32.660092304856484,30.78241311675903,0.7980028073512392,0.105611596979825,0.15622220839290576,0.12537354719196547,0.5994476343961083,467.38568115234375,5.813024997711182,0.6403924226760864,0.1083102756076389,0.0647922092013889,0.16927083333333334,0.5182291666666666,0.496232762455516,0.555038029446654,38,163.61007690429688,144.13558959960938,0.2467634528875351,0.3753530979156494,516,0.0566634243232285,0.026231553819444444,65.17670974037196,1.7076809649991758,0,-1,-1
dev,DEV_005,stable,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_005/top.png,384,384,178.8818834092882,189.86773681640625,206.31382921006946,35.73651013305107,26.080964290930595,17.462456868916878,0.8161636518756809,0.05941246614234218,0.1539720190376498,0.1275891839345876,0.5175990359451783,242.8278045654297,3.956782102584839,0.6229614615440369,0.03692626953125,0.025600857204861112,0.265625,0.21614583333333334,0.5449096302428256,0.5581525938189845,33,191.75393676757812,180.4805908203125,0.2622428834438324,0.4700015385945638,266,0.00821949068942537,,,,0,-1,-1
dev,DEV_006,stable,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_006/front.png,384,384,168.2565171983507,175.64653862847223,191.47771538628473,38.62021365499219,36.25940348816453,36.916090090989606,0.7577443374268109,0.12736866319968193,0.15170698976205063,0.1231683636057496,0.6639288116224299,323.7319030761719,5.028461456298828,0.6210659742355347,0.0809665256076389,0.1149631076388889,0.3463541666666667,0.7682291666666666,0.5143863617370615,0.5925357873210634,36,140.1634979248047,178.76171875,0.32123643159866333,0.4655253092447917,439,0.05159193618876114,0.030008951822916668,159.79251140933982,1.8473626834251584,0,-1,-1
